Display,X Pos,Y Pos,Start Time (secs),Pupil Diameter
-1,NaN,NaN,657.000322,0
-1,NaN,NaN,657.028319,0
-1,NaN,NaN,657.034312,0
-1,NaN,NaN,657.05433,4.83956933021545
1,931.6808,686.3138,657.072463,4.82197152450681
1,921.4692,587.1693,657.084315,4.82101365923882
1,915.6539,498.6342,657.100332,4.7150794416666
1,911.5999,418.8522,657.117861,4.69534564763308
1,907.621,341.7648,657.133321,4.67211753129959
1,903.2109,269.9417,657.149317,4.65182261541486
1,897.9934,210.7596,657.165356,4.64031845331192
1,894.3235,185.6247,657.183319,4.63749142363667
1,893.5347,185.6163,657.197335,4.61812689900398
1,893.2202,186.0782,657.213324,4.62388014420867
1,893.4502,186.2879,657.231356,4.61655901744962
1,893.4155,186.5803,657.247322,4.57526184618473
1,893.1898,188.567,657.261323,4.60098730400205
1,892.2906,191.1611,657.281325,4.5502707362175
1,891.2531,195.777,657.295343,4.54302923753858
1,889.7005,200.9388,657.311325,4.5781247317791
1,888.259,206.3145,657.329325,4.60738688707352
1,886.7192,212.1497,657.343351,4.60983067750931
-1,NaN,NaN,657.359326,0
1,887.5381,221.803,657.379345,4.70528937876225
-1,NaN,NaN,657.391329,0
1,893.596,224.4328,657.407332,4.73246769979596
1,895.39,225.7824,657.427334,4.73543209955096
1,895.4911,228.4506,657.441345,4.75214468315244
-1,NaN,NaN,657.457331,0
1,895.3373,232.0938,657.479345,4.70310961827636
-1,NaN,NaN,657.489334,0
1,891.8611,235.682,657.505349,4.70841163769364
-1,NaN,NaN,657.523347,0
1,886.9509,237.7019,657.539335,4.74602915346622
-1,NaN,NaN,657.553335,0
1,885.6519,245.3023,657.577338,4.80456277728081
-1,NaN,NaN,657.583354,0
1,880.571,258.3535,657.603355,4.83139930292964
1,871.101,278.8701,657.623361,4.83858399093151
1,858.4983,304.7111,657.637339,4.82943840324879
1,846.8284,330.9416,657.65134,4.81842271983624
1,833.3942,360.3262,657.671343,4.81879338622093
1,820.5223,390.4688,657.683363,4.80909086763859
1,807.8019,416.7289,657.701343,4.79043601080775
1,799.1591,432.6444,657.719366,4.83082747086883
1,797.1052,439.57,657.733344,4.82803396880627
1,798.129,440.3006,657.749368,4.82640881091356
1,798.6118,438.745,657.765349,4.80917654931545
1,799.1891,437.5417,657.783356,4.81198681518435
1,799.0831,437.6432,657.797365,4.81114583089948
1,799.3848,437.2367,657.815347,4.83194505795836
1,799.7056,437.1383,657.831348,4.82409261167049
1,797.7416,436.9305,657.847368,4.8406207934022
1,795.5948,437.0711,657.861349,4.80910297483206
1,792.2806,436.2497,657.879361,4.83003444969654
1,788.2992,435.2663,657.895353,4.77583659812808
1,784.5242,433.5864,657.911368,4.76397760212421
1,780.3763,431.8868,657.927352,4.74522914737463
1,776.3037,430.05,657.943354,4.71002049744129
1,772.2195,428.2206,657.959372,4.7121187672019
1,769.7745,427.1829,657.977363,4.69068996608257
1,769.0157,426.8118,657.993356,4.70078177750111
1,767.9315,426.6362,658.009357,4.69379359856248
1,767.2767,426.5722,658.025366,4.68415999785066
1,767.1152,426.2065,658.041357,4.65648947283626
1,767.3217,425.6766,658.05737,4.64610522612929
1,766.7386,424.8302,658.075376,4.62500518187881
1,767.1621,424.1049,658.089377,4.64058155193925
1,767.2139,426.1293,658.105378,4.66085132211447
1,767.3976,428.7586,658.125384,4.65982127934694
1,768.6679,434.0541,658.139389,4.64662630110979
1,768.9486,440.1801,658.155362,4.60966769605875
1,769.518,445.8959,658.173388,4.62236255407333
1,769.7612,452.0378,658.187382,4.59845969453454
1,770.8568,458.2396,658.203381,4.59956377744675
1,772.0023,464.1283,658.221377,4.59512462839484
1,771.6169,466.6927,658.235371,4.59490111097693
1,771.0099,466.159,658.251366,4.56284312531352
1,770.5755,465.7409,658.269406,4.56193368881941
1,769.5263,465.4438,658.283381,4.55281091853976
1,768.922,465.3472,658.299399,4.53443685546517
1,768.5515,465.6068,658.319373,4.53159306198359
1,770.7015,465.1744,658.333376,4.54542879015207
1,774.3622,465.1898,658.349389,4.52889315783978
1,782.8325,464.1458,658.369381,4.52227983623743
1,791.9832,463.3365,658.381391,4.52517112717032
1,802.572,462.1982,658.397393,4.48477966710925
1,813.3506,461.7081,658.415375,4.49564447626472
1,822.3326,460.344,658.429375,4.50960267335176
1,833.0764,459.8937,658.447376,4.54204622656107
1,839.5676,459.4487,658.461395,4.5269257389009
1,844.6364,460.7526,658.479377,4.52127354219556
1,845.4474,461.3273,658.497381,4.46763355284929
1,845.5582,462.2274,658.511409,4.45870449766517
1,846.4044,463.3451,658.527395,4.44356119260192
1,848.0648,464.7255,658.545392,4.43230848759413
1,847.6459,465.3333,658.559399,4.45053773000836
1,849.445,466.7319,658.575393,4.4345548376441
1,848.102,467.0338,658.593382,4.44609439000487
1,849.7094,468.2309,658.609385,4.42589959129691
1,847.6414,467.8245,658.625401,4.42364485934377
1,846.3207,467.7774,658.642398,4.42160898819566
1,846.045,467.4984,658.6584,4.43609245121479
1,844.9872,467.2272,658.676405,4.43125097081065
1,843.791,466.6836,658.690388,4.43482585251331
1,842.7681,466.8284,658.706428,4.46671200916171
1,840.4742,466.2155,658.724401,4.47444012388587
1,840.4803,466.2658,658.740421,4.49149077758193
1,838.5319,465.1241,658.754401,4.51034354045987
1,838.9504,465.3292,658.776409,4.47040610015392
1,838.1427,464.8942,658.788413,4.45118127390742
1,837.8475,465.3759,658.804423,4.46091080084443
1,837.3436,466.0761,658.822453,4.43464703857899
1,837.893,466.6772,658.836422,4.42723790183663
1,836.5345,467.0843,658.852396,4.44104662165046
1,836.3534,467.4392,658.872395,4.42988565191627
1,832.9424,466.8463,658.884412,4.50341170653701
1,831.9233,467.5667,658.902396,4.54761739820242
1,826.6554,464.998,658.920415,4.57373401150107
1,821.56,463.3342,658.93241,4.58052707836032
1,815.5892,460.4082,658.950399,4.58471197634935
1,808.0166,457.335,658.968435,4.52812947332859
1,801.7273,454.9285,658.9824,4.54019010066986
1,795.0489,452.6977,658.998419,4.56604734063149
1,790.0394,451.6391,659.018418,4.5565627515316
1,786.0071,450.427,659.030402,4.57479804754257
1,782.6861,449.5696,659.048427,4.5376936905086
1,782.5938,450.9381,659.064403,4.55277925357223
1,782.3497,452.3871,659.080404,4.58352500572801
