Display,X Pos,Y Pos,Start Time (secs),Pupil Diameter
1,797.1131,511.8944,1011.012755,4.53711859881878
1,797.855,511.308,1011.030765,4.51370468363166
1,796.316,511.502,1011.044768,4.53267572447658
1,797.1044,511.2874,1011.060777,4.50003100559115
1,795.9783,511.7521,1011.078779,4.52283304184675
1,796.4143,511.9727,1011.092758,4.49060555547476
1,794.7227,511.5396,1011.10879,4.46299789473414
1,794.5332,511.0442,1011.128771,4.44726226851344
1,794.3824,511.1656,1011.140779,4.44058515131474
1,794.4391,511.3005,1011.158782,4.42429492250085
1,794.8924,510.9809,1011.178794,4.40400885418057
1,794.9922,510.5313,1011.190781,4.41374257206917
1,794.7372,510.7038,1011.206785,4.41387901082635
1,794.4,510.7451,1011.228823,4.43195411935449
1,792.5345,510.3591,1011.238782,4.47989907115698
1,791.6429,509.8514,1011.254796,4.48057055473328
1,789.6739,509.7501,1011.278788,4.45791240781546
1,789.1646,509.3126,1011.286786,4.44161985069513
1,788.2477,509.6204,1011.30278,4.41768718883395
1,788.373,509.5457,1011.324806,4.40348545089364
1,788.5624,509.7928,1011.336788,4.41664224490523
1,788.8765,510.1967,1011.352788,4.40419092774391
1,789.7674,510.6887,1011.371824,4.41299704834819
1,790.4817,511.1918,1011.385772,4.40164189785719
1,790.7099,511.0682,1011.401797,4.37365332618356
1,791.2427,510.8844,1011.417784,4.43953182548285
1,790.4476,510.8245,1011.432795,4.4165626168251
1,790.7204,510.5826,1011.448817,4.39220620319247
1,789.5471,509.8238,1011.464802,4.44458844140172
1,789.2789,509.6772,1011.482808,4.39230725169182
1,788.0969,509.1355,1011.498807,4.43383352831006
1,790.6304,508.9008,1011.514799,4.40282793715596
1,792.1204,508.3222,1011.532781,4.40394412726164
1,797.9527,507.5926,1011.546799,4.40324749797583
1,802.989,506.9827,1011.562811,4.36905259266496
1,809.8731,506.3493,1011.580791,4.36497898772359
1,815.967,506.396,1011.596798,4.36608819290996
1,822.3017,506.6012,1011.612807,4.35713864862919
1,828.0776,506.4617,1011.630789,4.39237710088491
1,832.3741,506.6182,1011.644809,4.39117755740881
1,833.4517,506.8438,1011.660788,4.39145509153605
1,836.8098,507.1881,1011.681788,4.3931882828474
1,838.6321,507.4342,1011.6938,4.35526529327035
1,843.8209,507.4934,1011.709796,4.37142234295607
1,846.7601,507.6797,1011.729808,4.35997126623988
1,851.0798,507.9022,1011.741816,4.31135762482882
1,855.2498,508.2088,1011.75786,4.31455811485648
1,859.2591,508.7864,1011.777811,4.30644070729613
1,861.8538,509.1854,1011.791811,4.30925842374563
1,862.3709,509.8573,1011.805813,4.28937328979373
1,862.0208,510.891,1011.828827,4.26207389682531
1,862.3928,511.0775,1011.83881,4.24896366894245
1,862.3973,512.0809,1011.856813,4.23100916668773
1,863.4059,512.1265,1011.8748,4.22112224623561
1,863.7313,512.322,1011.888833,4.24020038917661
1,863.7493,512.4842,1011.902799,4.2456011287868
1,860.9804,512.1428,1011.924823,4.20586299151182
1,857.0842,511.7855,1011.936802,4.23779524862766
1,848.8341,510.0186,1011.952834,4.24161087721586
1,840.505,508.5918,1011.972953,4.26233280450106
1,829.7632,507.415,1011.986804,4.23418218269944
1,820.0972,505.9396,1012.000822,4.23195492476225
1,809.5575,504.6802,1012.020808,4.25080489367247
1,800.5041,503.7825,1012.034807,4.22231759876013
1,793.239,502.9177,1012.050816,4.22317674383521
1,791.5881,502.627,1012.06681,4.23212070018053
1,791.1205,502.7203,1012.08481,4.22290340065956
1,792.3754,503.0679,1012.098828,4.26858570426703
1,791.5544,503.1529,1012.114824,4.25997888669372
1,792.1287,503.309,1012.130832,4.23737987875938
1,792.4058,503.7436,1012.146826,4.22220258042216
1,792.3674,504.4172,1012.164831,4.23186738044024
1,792.2033,504.8867,1012.180815,4.22596046701074
1,792.0447,505.3094,1012.196832,4.24061762169003
1,791.4902,505.495,1012.212833,4.24431730061769
1,790.7858,505.515,1012.232817,4.25761844962835
1,790.5269,505.6571,1012.244818,4.2665065266192
1,790.7686,505.5872,1012.260838,4.25786944106221
1,790.4733,505.1968,1012.278822,4.27221646532416
1,790.3156,504.83,1012.292851,4.27662301808596
1,789.5104,504.4767,1012.308821,4.317716229707
1,789.6793,504.2277,1012.328823,4.31057391688228
1,788.2108,504.0671,1012.342841,4.31013060733676
1,788.6055,504.2906,1012.358841,4.30689519271255
1,787.7595,504.5492,1012.374843,4.2749703861773
1,787.6373,505.0324,1012.390826,4.29729884490371
1,787.1657,505.5398,1012.406831,4.28619468584657
1,786.8402,505.6835,1012.426831,4.32747462764382
1,786.0684,505.6816,1012.440833,4.34907898306847
1,786.448,505.6668,1012.454828,4.35198191553354
1,785.067,505.5778,1012.474863,4.36187349259853
1,785.9451,505.6499,1012.488837,4.37059393152595
1,785.1484,505.4065,1012.50485,4.33849496766925
1,785.5317,505.2456,1012.522867,4.33317897841334
1,785.665,505.1163,1012.536863,4.33432310819626
1,785.5135,505.337,1012.55285,4.3129432015121
1,786.0518,505.9998,1012.572867,4.32012090459466
1,786.7445,506.5728,1012.586835,4.32417308911681
1,786.5489,506.799,1012.600852,4.35427716001868
1,787.3615,507.0656,1012.620851,4.37077507376671
1,786.3057,506.8172,1012.634838,4.34041162952781
1,786.7701,506.6474,1012.650839,4.31118439882994
1,786.649,506.4721,1012.666839,4.32239333167672
1,786.7809,506.4621,1012.68284,4.32962970808148
1,786.5955,506.6541,1012.698879,4.36514057219028
1,787.2421,506.5415,1012.714846,4.35403920710087
1,787.5867,507.0313,1012.732842,4.31835977360606
1,788.4039,507.3885,1012.748876,4.3038590811193
1,788.7578,507.8133,1012.762865,4.33379132300615
1,789.5007,508.2408,1012.780911,4.33537317439914
1,790.1707,508.4281,1012.796864,4.34093177318573
1,793.4639,510.0046,1012.812856,4.36514150351286
1,797.2178,513.1064,1012.830868,4.33013122528791
1,806.6287,520.0274,1012.846875,4.32315142825246
1,815.996,528.6815,1012.862864,4.30537620559335
1,829.7043,538.9811,1012.880897,4.28378209471703
1,842.9252,549.2761,1012.894869,4.29326109588146
1,857.0333,559.5019,1012.910869,4.28427197039127
1,869.6789,569.6019,1012.926869,4.32476820424199
1,880.6654,578.8692,1012.944854,4.31881379336119
1,887.4376,584.8869,1012.960871,4.29978640750051
1,891.9935,586.4811,1012.978884,4.26689721643925
1,891.845,586.3021,1012.992856,4.24288772046566
1,890.8357,586.6598,1013.006875,4.25251480191946
1,890.2396,587.6664,1013.026912,4.25524218007922
1,891.0236,588.2706,1013.040883,4.25198208540678
1,891.5063,589.316,1013.056878,4.28792927414179
1,892.6561,589.6613,1013.07492,4.29801270365715
