,pID,group,trial,null_percent,duration_rpmleft,duration_percentage_rpmleft,duration_average_rpmleft,duration_nrst,duration_percentage_nrst,duration_average_nrst,duration_asi,duration_percentage_asi,duration_average_asi,duration_hsi,duration_percentage_hsi,duration_average_hsi,duration_alt,duration_percentage_alt,duration_average_alt,duration_runway,duration_percentage_runway,duration_average_runway,duration_unknown,duration_percentage_unknown,duration_average_unknown,between_runway_mean_duration_all,between_runway_n_trans_1,between_runway_mean_duration_1,between_runway_n_trans_2,between_runway_mean_duration_2,between_runway_n_trans_3,between_runway_mean_duration_3
0,003,1,1,0.06643279982459988,9.97249899999963,0.08841507898155625,0.5866175882352723,0.08201799999994819,0.0007271625645592914,0.08201799999994819,12.124678000000017,0.10749606121755227,0.5051949166666674,0.0,0.0,0.0,11.827834999999709,0.10486428383756453,0.5913917499999854,77.21279100000027,0.6845601102242951,2.0868321891891966,1.572014000000081,0.013937303174472566,0.1572014000000081,0.9253597337962967,16,1.0760507500000003,11,1.6550011818181825,5,2.2427188000000116
1,004,1,1,0.055227248307725366,3.4019189999997934,0.033306755176105596,0.8504797499999484,2.6540899999999965,0.025985076612745735,0.37915571428571376,17.75065100000029,0.17378914285541178,0.5726016451612996,0.20601299999998446,0.0020169864579653255,0.20601299999998446,22.19098299999962,0.21726256207104094,0.5412434878048688,54.917356000000154,0.5376726874482167,1.0768109019607874,1.0179979999999205,0.009966789378513878,0.14542828571427435,1.0283420683333337,20,1.2282143000000019,21,1.794381476190481,7,2.722386714285676
2,007,1,1,0.05299199325747998,6.331365999999832,0.059469980183860745,0.9044808571428332,2.2391530000000444,0.021032172921078722,0.5597882500000111,5.165238999999872,0.048516648851907346,0.30383758823528656,2.27317800000003,0.021351766840582834,0.378863000000005,10.44438700000029,0.09810323521379218,0.5802437222222383,77.56979199999927,0.7286064323411849,1.6862998260869406,2.440112000000056,0.022919763647593266,0.2711235555555618,1.108795444444449,36,1.2232096944444477,3,1.3054186666666776,5,1.9300980000000436
3,008,1,1,0.08463434675431389,8.416405999999995,0.18192025550608565,0.8416405999999995,2.4530899999999747,0.05302343536889966,0.49061799999999495,8.14625500000011,0.17608095320232278,0.5091409375000069,1.10607600000003,0.02390778540497628,0.553038000000015,12.027650999999992,0.259977161636217,0.6682028333333329,13.286731999999972,0.28719214356827377,0.6993016842105249,0.8280500000000188,0.017898265313224877,0.27601666666667296,2.4343197048611165,6,2.7793013333333456,6,6.008976499999998,2,2.5471170000000143
4,010,1,1,0.049508059451538626,10.954668000000197,0.09128750862622403,1.0954668000000196,5.404358999999886,0.04503563858180752,1.080871799999977,9.78246700000011,0.08151931584309502,0.543470388888895,2.757158000000004,0.022975966474644276,0.39387971428571483,19.16878800000029,0.1597374653348011,0.7099551111111219,71.33440999999982,0.594444356343932,2.0381259999999948,0.5999790000000758,0.004999748795496057,0.14999475000001894,1.1275535269607873,14,1.4270008571428678,7,1.3280712857142751,9,2.9159335555555495
5,023,1,1,0.09147187533354681,0.0,0.0,0.0,3.264460999999926,0.037581440714778494,0.544076833333321,14.094603999999833,0.16226125067025937,0.33558580952380557,1.3850320000000238,0.015944898099892496,0.27700640000000476,7.922546000000068,0.09120669317511063,0.3444585217391334,56.318790999999806,0.6483585820429594,0.8045541571428544,3.878212999999789,0.0446471352969996,0.24238831249998682,0.9777333719806769,51,1.0437808823529389,15,1.572622133333357,3,2.4361116666666476
6,027,1,1,0.13852097130242827,4.93630399999995,0.052549372795964035,0.7051862857142785,2.4591120000000615,0.026178451172179276,0.4918224000000123,9.864531999999826,0.1050127726180788,0.4697396190476108,0.0770650000000046,0.0008203946544866871,0.0770650000000046,4.816466999999761,0.05127364926115745,0.3704974615384432,70.92698300000023,0.755052458470964,2.2879671935483947,0.8560340000000224,0.009112901027169702,0.2140085000000056,0.9243814388888889,13,1.1081987692307744,14,1.5275800714285594,3,2.6317986666666875
7,029,1,1,0.03173798418170756,4.256171999999992,0.03618663478721221,0.532021499999999,9.398561000000086,0.07990802402542464,0.6265707333333391,18.51178999999979,0.1573901111110079,0.5142163888888831,2.2771469999999567,0.019360657145856535,0.37952449999999277,9.279669000000126,0.07889718579259011,0.3093223000000042,70.68167500000044,0.600946568741453,1.1979944915254312,3.212222999999881,0.02731081839645556,0.3212222999999881,0.8173226781609148,30,0.9254812333333272,14,1.5600729285714172,10,1.8517942000000005
8,032,1,1,0.03441882025727199,1.0180870000000368,0.00979451789571543,0.5090435000000184,3.7261069999999563,0.03584705599113709,0.338736999999996,2.345144000000005,0.02256148529156043,0.3908573333333341,0.6800620000000208,0.006542544428124502,0.3400310000000104,13.734464000000116,0.1321325716132861,0.41619587878788233,79.14861100000007,0.7614501382106753,1.9304539268292702,3.292100000000005,0.03167168656950108,0.36578888888888944,0.831747770833335,25,0.9549097200000005,10,1.3502742000000125,2,1.768092499999966
9,001,2,1,0.10239604598689159,2.304066000000091,0.024018244336230603,0.3840110000000152,2.526081999999974,0.026332602750681208,0.8420273333333247,22.64662600000031,0.23607492001497293,0.5959638421052713,0.6310450000000287,0.006578193939390942,0.2103483333333429,8.177560999999912,0.08524523957752095,0.4810329999999948,59.04243599999984,0.6154752746033307,1.283531217391301,0.602010000000007,0.006275524777872588,0.20067000000000235,1.2896075925925936,31,1.4802594838709688,9,1.8262880000000021,2,1.8820675000000051
10,002,2,1,0.03538763066202091,4.962227999999925,0.046069912438414386,0.5513586666666583,4.972433000000024,0.04616465686701351,0.621554125000003,10.999113000000023,0.10211706773857109,0.3548100967741943,0.779060999999956,0.007232894589725033,0.194765249999989,16.4055630000002,0.15231118983507236,0.5292117096774258,69.43240600000036,0.6446186803203122,1.3100453962264218,0.16001500000004398,0.0014855982108913609,0.16001500000004398,0.9216993589743537,35,1.0367136571428512,9,1.2981697777777614,3,1.8967680000000087
11,005,2,1,0.10727209058013307,7.365248999999892,0.08522877139953719,0.818360999999988,0.891042999999911,0.010310920941593603,0.4455214999999555,7.754407000000185,0.08973200791201988,0.40812668421053605,3.6701960000000327,0.04247056628710084,0.6116993333333388,10.669511999999827,0.12346485491428973,0.5615532631578857,47.150710999999774,0.5456159281437305,1.571690366666659,8.91628400000019,0.10317695040172822,0.594418933333346,1.5809113839080462,22,1.8374120000000005,1,1.375046999999995,2,3.03365500000001
12,006,2,1,0.15473209814722083,0.0,0.0,0.0,4.195217000000014,0.03933141589082709,0.5993167142857162,7.72342100000003,0.07240938512857567,0.40649584210526474,0.0,0.0,0.0,9.64343899999983,0.09041012894608641,0.4821719499999915,83.37811700000037,0.7816948195816913,2.1379004358974454,1.7230649999999628,0.016154250452819555,0.34461299999999256,1.150438307017543,27,1.2404737037037041,9,1.952099111111099,2,2.159129500000006
